111:27:54|CC|Kitty Hawk, Houston. You ought to be switching to your second target.
111:28:15|CC|Kitty Hawk, Houston. You ought to be switching to your second target.
111:36:55|CC|Kitty Hawk, Houston.
111:36:57|CMP|Kitty Hawk. How do you read?
111:36:58|CC|Okay, I got you now. How was good old target 2, there?
111:37:07|CMP|Well, I'm afraid you're right, Ron. It was pretty tough, I never saw B at all and A - I think - is pretty far down. I was pretty surprised at target 1, generally, the targets, A, B, and C are very easy to pick up; but in zero phase, B was Just completely wiped out. I think the clue is heading down the flat - if you have got some relief by you, even in zero phase, you know, you can sort of use that as - to help you on in. But in zero phase, B was pretty well bombed out. D was actually the best of the three and if you can pretty well hang on in, you can pick it up, if you use the other craters as a lead in and A was about - he was -... and during zero phase that whole ... really washed out.
111:38:21|CC|Kitty Hawk, Houston. We are getting too much background noise here. I really couldn't understand anything you said there.
111:38:31|CMP|Well, why didn't you stop me? Okay ? get it all on the tape - I'll put this other ... on the tape, also then. Well, I guess it'll have to be running. Are you going to leave the tape running during this next ...?
111:39:04|CC|Kitty Hawk, Houston. Why don't you go ahead and leave the tape running here. We sure can't make out what you're saying down here.
111:40:39|CC|Okay, Kitty Hawk. Houston here. We took the ... out; maybe we ought to get rid of some of the banging. How do you hear me now?
111:40:50|CMP|Oh, you're loud and clear. What did you take out?
111:40:53|CC|Well, something that's supposed to cut out part of the static. It does cut down on the static, but everytime the signal strength gets a little bit low, it also bangs. So, I couldn't hear you. I took those out and now I can hear you loud and clear.
111:41:09|CMP|Okay, you've always been loud and clear here. No problem at all.
111:41:13|CC|Roger.
111:41:30|CMP|Okay, Ron; are you going to let the tape run for these - during this next sighting?
111:43:19|CC|Okay, Kitty Hawk. Houston.
111:43:25|CMP|Go ahead, Ron.
111:43:26|CC|Okay, Stu. The comm is a little bit marginal down here, but what we would like to do is leave the tape running until after this next zero phase, but also talk to the ground if you will and then maybe we will have some comments back for you. And then we should get it in one place or the other for sure.
111:43:47|CMP|Okay, very good.
111:46:56|CMP|And Houston, Kitty Hawk. You want me to terminate the charge on B and start one on Able?
111:47:05|CC|That's affirmative, Kitty Hawk.
111:47:11|CMP|Okay.
111:55:29|CC|Okay, Stu. You've got about 30 seconds to start time.
111:55:36|CMP|Okay, thank you.
112:00:25|CC|Okay, Stu. About 30 seconds to turn the camera on. Give me a hack when you turn it on.
112:00:36|CMP|Okay, I'll do that.
112:00:57|CMP|And stand by.
112:01:00|CMP|MARK. Camera's running ...
112:05:55|CC|Okay, Kitty Hawk; Houston. You can start on STOP on that one, and switch to target area 4. We can't hear a thing you're saying down here, but keep talking - We'll get it on the tape.
112:12:39|CC|Kitty Hawk, Houston. Will you try to pass down the frame number off of the zero phase stuff?
112:12:48|CMP|Okay. Frame number is 58.
112:12:52|CC|Say it again.
112:12:58|CMP|Frame number is 58.
112:13:02|CC|Roger. Understand 58.
112:15:43|CC|Kitty Hawk, Houston. I've got your map update for REV IT and the zodiacal light photo pad.
112:15:48|CMP|Stand by just 1, Ron.
112:17:14|CMP|Okay, Ron; go ahead.
112:17:21|CC|Okay, Stu. Again, I could just barely read you; but your map update for REV IT: 180, 113:44:40.
112:17:32|CMP|Okay; 113:44:40.
112:17:35|CC|Roger, that's correct. Okay, zodiacal light photo pad T-start, 113:18:03.
112:17:51|CMP|Okay, 113:18:03, zodiacal light T-start.
112:17:57|CC|Roger; that's correct.
112:18:03|CMP|I guess our comm didn't hold out through that, did it, Ron? Seemed like I heard you - heard it drop out.
112:29:59|CC|Kitty Hawk, Houston.
112:30:05|CMP|Go ahead, Houston; Kitty Hawk.
112:30:07|CC|Okay, Stu. As you know, when you come around the other side here, we?re going to want to dump the DSE to get your zero-phase stuff. So, if you'll come over the hill in these attitudes - You ready to copy?
112:30:26|CMP|Okay, stand by. Hey, I noticed the a - the tape was barber-poled. I don't know if it went during the second - or not - zero phase; did you stop the tape after the second zero-phase pass?
112:30:39|CC|That's affirm; we stopped it and rewound it.
112:30:46|CMP|Okay, that's what I was afraid of. I was afraid it might have run down - okay, thank you. Give me some attitudes.
112:30:51|CC|Okay. Roll, 060; pitch of 304, yaw of 0. Your HIGH GAIN angles will be PITCH, plus 33; YAW of 279. And you can start the maneuver to that attitude after you complete your zodiacal light stuff.
112:31:24|CMP|Okay, I'll start a maneuver after the zodiacal light of 060, 304, 000. Set up the HIGH GAIN on a PITCH of plus 33, YAW of 279-
112:31:37|CC|Roger; and, as you can know, that's just 60 degrees out and roll from the LM visual attitude.
112:31:48|CMP|Okay.
112:32:16|CC|Kitty Hawk, Houston.
112:32:17|CMP|Go ahead.
112:32:18|CC|Okay, Stu; I gave you some bum dope there. We just stopped the tape at the end of the zero-phase stuff; we did not rewind it, so you can go ahead and use it on the back side.
112:32:32|CMP|Okay.
112:32:45|CC|Your comm's good now; I don't know why it wasn't real good there during zero phase.
112:32:54|CMP|Yes; well, I got you on the HIGH GAIN now.
112:32:57|CC|Oh, okay; that's why (laughter).
112:33:04|CMP|Yes, it does help.
112:34:28|CC|Kitty Hawk, Houston. Just for your information, EVA preparation seems to be progressing normally down there at the Fra Mauro area. And they'll probably be out on the surface when you come around the other side.
112:34:45|CMP|Ah, very good. Did they say anything about the terrain, Ron? It seems like I heard them say they were - something like an 8-degree roll angle or something.
112:35:04|CC|Yes, that's right. And it's a little rougher than what they thought it was going to be down there. That was just a general comment on the terrain.
112:35:19|CMP|They comment on how steep it looked - to get up the Cone?
112:35:38|CC|Hey, Stu; Cone's about 5 o?clock, and they really weren't looking at the slope as they came down across there (laughter).
112:35:51|CMP|Oh, that's right. Yes, sorry about that.
112:35:55|CC|No sweat.
112:35:58|CMP|I already had them outside.
112:37:32|CC|Okay, Stu; you got about 30 seconds to T-start time.
112:37:40|CMP|Okay; thank you.
112:39:17|CC|Okay, Stu; we'll see you on the other side.
112:39:23|CMP|Okay, Ron.
113:04:00||BEGIN LUNAR REV 17
113:27:00|CMP|Houston, how do you read Kitty Hawk?
113:27:03|CC|Okay, Kitty Hawk; Houston. We got you loud and clear.
113:27:09|CMP|Okay.
113:27:15|CC|And, Stu, I guess we may as well start off with the P24 landmark tracking pad, there, on page 21. And, let me ask you a question here. If the - th hours are the same in all these T^, T^, TCAs, and T^, how about just reading the hour on the T^ and read minutes and seconds on the rest of them. Is that okay?
113:27:40|CMP|That sounds like a great idea.
113:27:42|CC|Okay. Good.
113:29:34|CC|Kitty Hawk, Houston.
113:29:35|CMP|Houston, how do you read Kitty Hawk?
113:29:37|CC|Okay. Loud and clear there. Now, Stu, how about that P00 and ACCEPT here, and we'll ship you a state vector. And whenever you're ready to copy on the LM visual pad.
113:29:52|CMP|Okay. You have P00 and ACCEPT, and I'm ready to copy.
113:29:54|CC|Okay. T , 114:43:27; 48:27, 49:57, 50:11; north 12 miles. Okay for your latitude - it'll be a minus 03.651; longitude over 2, minus 08.734. And you can make a little note down there for the site map. The coordinates - latest ones, are CQ 0.1 and 65.4, that's Charlie Quebec 0.1.
113:31:07|CMP|Okay. Copy 114:43:27, 48:27, 49:57, 50:11; north 12; latitude, minus 03.651; longitude over 2, minus 08.734, and, I guess, we'll call the altitude 000.76.
113:31:34|CC|That's affirm. And, Kitty Hawk; Houston, the computer is yours. And, Stu, I'm going to - -
113:31:48|CMP|Okay. The computer's mine and - Go ahead, Ron.
113:31:55|CC|Okay. If you want to take these down here, I'm going to give you some magazine - numbers here that I want to make sure we save. Since we're having a couple of problems here with our Hycon, we would like to save magazine Tango. That's the MBW film as a backup to magazine Papa. And the magazine Papa is the prime 500-millimeter magazine. And now, if you've already used something out of magazine Tango, we'd just like to know what percentages are still on the magazine, or what the frame numbers are?
113:32:49|CMP|That doesn't sound familiar. I'll have to go back through here and check it. The only ones I've used are those that we've listed here. So far, I've been following them right down the line.
113:33:01|CC|Okay. Sounds like we're in pretty good shape. I think magazine Tango is the one that - was - you know, opportunity-type photos.
113:33:13|CMP|Yes. I haven't taken any of those.
113:33:16|CC|Okay. Real good.. And just as a - a note, we're not sure - for sure yet, but we'll probably do a COAS pass on Descartes on REV 25. And then, when they get on around to the Hycon passes, we'll probably try to - to get that thing to work as we're going for REV 27 and whenever the other one is.
113:33:41|CC|And, Stu, to keep you up to date on what's happening down there on the surface, they had a little bit of comm problems with the PLSSs and the relays and all those good-deal things like that. And they're running a little bit behind, but it looks like they'll make it out, probably in about 20 or 30 minutes.
113:36:12|CC|And, Kitty Hawk; Houston. Do you remember - remember what the percentage of magazine left for the zodiacal light?
113:36:29|CMP|Roger, Houston. I call that 72 percent.
113:36:35|CC|Mighty fine, Stu. 72 percent.
113:40:08|CC|Kitty Hawk, Houston.
113:40:13|CMP|Go, Houston.
113:40:15|CC|Okay, we've got a good tape dump, and you can proceed to the LM visual attitude at your convenience.
113:40:26|CMP|Okay. Thank you.
113:51:39|CC|Kitty Hawk, Houston. Big Al's on the surface.
113:54:32|CC|Kitty Hawk, Houston.
113:54:40|CC|And Kitty Hawk, Houston. Kind of translating in the blind. Ed's out on the surface now with Al, And I think we got a good uplink, but downlink is pretty weak. So, don't answer if you can't read anything.
114:00:58|CMP|Houston, Kitty Hawk.
114:01:24|CC|Kitty Hawk, Houston. You're very weak. Say again.
114:01:52|CC|Kitty Hawk, Houston. In the blind, about 30 seconds from T^ time.
114:02:03|CMP|Houston, are you calling Kitty Hawk?
114:02:06|CC|Hey, by golly; I read you, Stu. Yes, you are coming up time.
114:03:45|CMP|You are unreadable. Pick another comm track ...
114:19:38|CC|Kitty Hawk, Houston.
114:19:43|CMP|Go ahead, Houston; Kitty Hawk.
114:19:45|CC|Okay, Stu. I've got a bunch of P24 pads here, if you're ready to start copying. Starting on page 22 with RP-2.
114:19:54|CMP|Okay, just a word about the - Okay, before you start those, I got a track on the - on the LM. I noticed as I came back up, the - the tape motion had gone barber pole, though; I hope it was running. I checked it just before I started marking. Or maybe you stopped it. I don't know. But I would put the LM on those coordinates at Charlie Quebec 0.0 and 65-1.
114:20:31|CC|And you saw the LM at Charlie Quebec 0.0 and 65.1. Is that correct?
114:20:45|CMP|Yes, that's where I - I would put it on the map. It looks like that's where I was tracking it. It looked like it was just a little - you know, you'd - you'd plotted it down just off the edge of that old crater in Triplet, and I've got it over on the other side of it.
114:20:59|CC|Okay.
114:21:13|CC|I guess you got the word - they're out on the surface now - don't you?
114:21:19|CMP|I heard Bruce talk something about the contingency sample, so I figured they made it.
114:21:29|CC|Okay. And, if you are ready to copy here, we'll press on with some of these P24 pads.
114:21:37|CMP|Okay, I'm ready to go.
114:21:39|CC|Okay, in RP-2: T^ 115:49:34; 54:24, 56:04, 56:52; north 08.
114:22:16|CMP|Okay, I got that.
114:22:18|CC|Okay; and the 12-1: T^ 115:59:16; T2 is l16:04:06, 05:46, 06:34; north 32. And let's go on over to the map update next.
114:22:58|CMP|Okay.
114:23:00|CC|Okay. LOS and AOS are changes. I'll read them all. LOS, 115:18:05; 115:43:01; l16:04:23. Okay, let's switch to page 23 and Dollond - -
114:23:28|CMP|... 115 - Okay. I'm ready for Dollond.
114:23:34|CC|Okay. T : 116:30:45; 35:35, 37:15, 38:03; north 15. And push to the next page for FM-1.
114:24:12|CMP|Go ahead.
114:24:14|CC|T , l16:41:46; 46:36, 48:16, 49:04; north 23. Over.
114:24:42|CMP|Okay. I'll go back to RP-2.
114:24:47|CC|Okay. Go.
114:24:55|CMP|Okay. 115:49:34; 54:24, 56:04, 56:52; north 08. 12-1: 115:59:16; l16:04:06, 05:46, 06:34; north 32. Map update REV 18: 115:18:05; 115:43:01; l16:04:23. Dollond E: 116:30:45, 35:35, 37:15, 38:03; north 15. Are you still with me?
114:24:58|CC|Okay. Your readback is correct, so far.
114:25:17|CMP|Okay. Are you with me, Ron?
114:25:20|CC|I missed your readback on FM-1, Stu.
114:25:27|CMP|Okay. FM-1: l16:41:46, 46:36, 48:16, 49:04; north 23.
114:25:40|CC|Okay. Your readback is correct. And I've got a preliminary TEI 34 pad for your update book.
114:27:04|CMP|Okay, I'm ready to copy.
114:27:06|CC|Okay. This is preliminary. TEI-34, SPS/G&N; 34930; minus 0.71, minus 0.02; 149:15:34.58; plus 3018.2, plus 1649.1, minus 0283.4; 181, 108, 029; NA; plus 0019.0. Okay. Your DELTA-V total, 3451.0, 2:25, 3426.9. Sextant star 11, 125.3, 22.7; NA on the bore site. Skip down to NOUN 61, minus 27.03, minus 171.50; II60.8, 36251; 216:23:32. Okay. Your GDC aline, Sirius and Rigel, 130, 129, 018. Ullage, four jets, 12 seconds. Okay. Your notes, number 1, the longitude at Tig equals plus 178.69. Note 2, assumed plane change and lift-off REFSMMAT. Note 3, with TEI REFSMMAT, roll, 180; pitch, 0; yaw, 0. And ready for readback.
114:30:48|CMP|Okay. Before I start, give me DELTA-V total again, please ...
114:30:55|CC|Kitty Hawk, Houston. I can't read you now. Maybe it'll get better here in the next 7 minutes before all of that. But too much background noise.
114:31:10|CMP|Okay. Could you read me DELTA-V total, please?
114:31:15|CC|Okay. Stu, your DELTA-V total was 3451.0.
114:31:38|CMP|Okay....
114:31:48|CC|Kitty Hawk, Houston. Skip the readback now. I can?t read you.
114:36:08|CC|Kitty Hawk, Houston. In the blind here. You want to try OMNI Charlie? We've got about a minute and a half to LOS now.
114:37:34|CC|Stu, Houston. In the blind. About 30 seconds to LOS here. We'll pick you up on the other side.
114:37:43|CMP|Okay.
114:37:45|CC|Beautiful answer that time, anyhow. I heard that.
114:37:52|CMP|I guess when I don't have much to say, I'm coming in loud and clear, huh?
114:37:56|CC|Yes. That's right.
115:02:00||BEGIN LUNAR REV 18
115:31:06|CC|Kitty Hawk, Houston.
115:32:29|CC|Kitty Hawk, Houston.
115:33:19|CC|Kitty Hawk, Houston. Got a report. Your downlink is very weak, but it's not LMPortant now. I'll catch you once you get into high gain for your P52 attitude.
115:50:19|CC|Kitty Hawk, Houston. In the blind here. Looks like about - coming upon T^ time for Dollond E.
115:54:33|CC|Kitty Hawk, Houston. In the blind, again. Time to start the camera.
115:54:42|CMP|Okay. Can you read, Ron?
115:54:48|CC|We just barely got you that time, Stu.
115:57:46|CC|Kitty Hawk, Houston. I guess remote site said that you were asking if we're picking you up, and -Negative, we're not picking you up here.
116:01:15|CC|Kitty Hawk, Houston in the blind. Coming up on T^ time.
116:05:33|CC|Kitty Hawk, Houston in the blind. You can start the camera.
116:10:47|CC|Okay, Kitty Hawk; Houston in the blind here still. Looks like you're on your way to the attitude. You might figure out your - switch over to page 26 for P30 maneuver there in the flight changes.
116:13:04|CC|Kitty Hawk, Houston; you're in the blind, again. You might try OMNI Charlie.
116:16:39|CC|Kitty Hawk, Houston; how you read?
116:16:44|CMP|Well, great. Looks like we made it.
116:16:48|CC|Hey, mighty fine. How about whipping into P00 and ACCEPT, there; and we'll ship you up a state vectors and the target load. And if you're ready to copy, there on - We got your plane change maneuver from page 26.
116:17:09|CMP|All right, I'll be right with you.
116:17:11|CC|Okay.
116:17:45|CMP|Okay, Ron, I'm ready to copy.
116:17:48|CC|Okay, mighty fine. Your weight, 35752; minus 0.95, plus 0.17; 118:09:35-17; NOUN 81, minus 0012.9, plus 0370.7, minus 0005-5; 180, 354, 002; NOUN 44, 0062.1, plus 0057.2; 0371.0, 0:l8, 0356.6; sextant Star, 27, 030.5, 07.6; boresight star, 043, up 13.2, left 27; GDC aline, Sirius and Rigel, 049, 287, 331; your ullage, four Jet, 11 seconds. Read back.
116:20:05|CMP|Okay, Ron. Plane change, 35752; minus 0.95, plus 0.17; 118:09:35.17; minus 0012.9, plus 0370.7, minus 0005-5; 180, 354, 002; 0062.1, plus 0057.2; 0371.0, 0:18, 0356.6; 27, 030.5, 07.6; 043, up 132, left 27; Sirius and Rigel, 049, 287, 331; four Jet 11 seconds.
116:21:12|CC|Okay, read back your DELTA-Vy again.
116:21:20|CMP|. DELTA-Vy, plus 0370.7.
116:21:25|CC|Okay, that was correct. Okay, whip back to page 25, on your north ecliptic pole attitudes.
116:21:44|CMP þ|Okay, I got it.
116:21:45|CC|Okay, it'll be at roll 270, 009, and 355- And your 180 position for your map update 117:41:22.
116:22:09|CMP|Okay, that's the north ecliptic pole attitudes at ? 117:11; 270, 009, 355; 180, 117:41:22.
116:22:24|CC|Roger. Okay, Stu, it's your computer; and, now, you can whip in to P52.
116:22:42|CMP|Okay.
116:26:11|CC|We saw that.
116:26:17|CMP|Sorry about that.
116:26:18|CC|(Laughter) Okay.
116:27:41|CMP|Well, there's just no justice tonight.
116:27:47|CC|(Laughter) Okay.
116:28:12|CC|Okay. We got you NOUN 93 here, Stu.
116:28:19|CMP|Okay.
116:33:07|CC|Kitty Hawk, Houston.
116:33:29|CC|Kitty Hawk, Houston.
116:34:03|CC|Kitty Hawk, Houston. Kind of in the blind here. Just a reminder to terminate your battery charge prior to the plane change burn.
116:35:01|CC|Kitty Hawk, Houston. About 1 minute until LOS. We?ll see you coining around the other side, and A1 and Ed are about 3 hours into their EVA, whipping away on their ALSEP deployment.
116:35:18|CMP|I didn't get all of that, Ron. But I did get they?re in the ALSEP deployment. Is that affirm?
116:35:24|CC|That?s affirm, about 30 seconds. And did you get: terminate your battery charge prior to burn?
116:35:34|CMP|No, I didn't get that yet. Do you want to let it run on through until I come out AOS, or do you want that terminated?
116:35:44|CC|No, do it sometime prior to the burn.
116:35:50|CMP|Okay.
117:01:00||BEGIN LUNAR REV 19
